"2021 Inventory Report (Newly Acquired Materials)"
"Date Created:","Jun 06, 2021"
"Time Created:","2:32:27 PM"
Filters:,none
Search:,none
"Number of Newly Acquired Materials:",4445

"Accession Number",Barcode,"Call Number",Title,Author,Volume,Year,Edition,Publisher,"Publication Year","Circulation Type",Type,Status,Source,Location,"Last Year Inventoried"
BG-9501,UBULB0051574,Thesis,"A rhetorical analysis of the speeches of six leaders of the woman suffrage movement in the Philippines from 1919-1933","Punsalan, Lilna Beth O.",0,0,,,1978,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12340,UBULB0060938,Thesis,"An economic analysis of the agricultural crop production loan program of Land Bank in La Trinidad, Benguet","Aromin, Irene Jennifer P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47925,UBULB0050577,Thesis,"An economic analysis of the agricultural crop production loan program of Land Bank in La Trinidad, Benguet","Aromin, Irene Jennifer P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47978,UBULB0050589,Thesis,"Stepchildren's self-concept and perception of family","Avanceña, Ariel I.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12342,UBULB0060936,Thesis,"Stepchildren's self-concept and perception of family","Avanceña, Ariel I.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47929,UBULB0050677,Thesis,"A study of rural poverty : a self-rated approach","Bautista, Flora V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48288,UBULB0051015,Thesis,"Factors affecting the choice of plant location of the Baguio City economic zone member firms","Cruz, Charles Darwin V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12370,UBULB0048298,Thesis,"Factors affecting the choice of plant location of the Baguio City economic zone member firms","Cruz, Charles Darwin V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48654,UBULB0051378,Thesis,"A study on job satisfaction of public and private college teachers in Baguio City","Mercado, Maricris",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48768,UBULB0051572,Thesis,"A survey on the chances of a sociology graduate to be employed in the various institutions (professions and establishments) in Baguio City","Prado, Christine Ronquillo",0,0,,,2000,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48774,UBULB0051578,Thesis,"The christianization of Pangasinan, 1570-1770 : conversion towards cultural transformation","Quenano, Federico Ferdinand O.",0,0,,,2000,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12391,UBULB0057234,Thesis,"The christianization of Pangasinan, 1570-1770 : conversion towards cultural transformation","Quenano, Federico Ferdinand O.",0,0,,,2000,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48844,UBULB0051772,Thesis,"Problems of sustainability of the fishpond industry of Dagupan City","Servito, Marian Estrella C.",0,0,,,2000,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48608,UBULB0051330,Thesis,"Social psychological factors affecting candidate preference of Baguio City voters","Magtibay, Noralyn Fernandez",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12321,UBULB0047802,Thesis,"Social psychological factors affecting candidate preference of Baguio City voters","Magtibay, Noralyn Fernandez",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48370,UBULB0051097,Thesis,"A case study on the coping strategies of college students with single parents","Duarte, Mary Ann L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-14941,UBULB0080366,Thesis,"A case study on the coping strategies of college students with single parents","Duarte, Mary Ann L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"In Process",,"Main Library",0
BC-48389,UBULB0051117,Thesis,"An evaluation of participatory approach in pakyaw project in Baguio City","Espeleta, Jean Balatero",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48254,UBULB0050978,Thesis,"The self-concept of alcohol and drug dependents : a case study","Cipriano, Rocelie de Jesus",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12230,UBULB0061102,Thesis,"The self-concept of alcohol and drug dependents : a case study","Cipriano, Rocelie de Jesus",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48376,UBULB0051103,Thesis,"An economic study of the baked products industry in Baguio City","Ekwey, Emerald",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12376,UBULB0057502,Thesis,"An economic study of the baked products industry in Baguio City","Ekwey, Emerald",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47370,UBULB0050737,Thesis,"A study on the settlement and land use history of Badihoy, Guisad Surong, Baguio City : 1900 to the present","Bulos, Charissa F.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48558,UBULB0051285,Thesis,"The Comparison on the psychological ecology of different nursery schools and home as it relates to the social relations of children of Baguio City","Lasam, Xandrine B.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12313,UBULB0056531,Thesis,"The Comparison on the psychological ecology of different nursery schools and home as it relates to the social relations of children of Baguio City","Lasam, Xandrine B.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48459,UBULB0051179,Thesis,"An economic analysis of trader-lenders' operations in Aurora Isabela","Garcia, Clarine.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12302,UBULB0055027,Thesis,"An economic analysis of trader-lenders' operations in Aurora Isabela","Garcia, Clarine.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48916,UBULB0051850,Thesis,"A study on the factors that lead to women's election into public office in Baguio City","Villareal, Joanne",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-14951,UBULB0080277,Thesis,"A study on the factors that lead to women's election into public office in Baguio City","Villareal, Joanne",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-14888,UBULB0080447,Thesis,"Value conflicts in the pursuit of a legitimate democracy : the dynamics between civil society and the government in the San Roque Multi-purpose Project struggle","Aceret, Shantel Pascua",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47447,UBULB0050480,Thesis,"Value conflicts in the pursuit of a legitimate democracy : the dynamics between civil society and the government in the San Roque Multi-purpose Project struggle","Aceret, Shantel Pascua",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-14953,UBULB0080274,Thesis,"Value conflicts in the pursuit of a legitimate democracy : the dynamics between civil society and the government in the San Roque Multi-purpose Project struggle","Aceret, Shantel Pascua",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47731,UBULB0050524,Thesis,"Citizens' influence on public policy making in the city level : focus on Baguio City, 1998-2000","Alibadbad, Sahib Hosef Olaso",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47894,UBULB0050570,Thesis,"Bontoc migration into Baguio City : a historical study from 1950 to the present","Aquitania, Julie Marie M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12368,UBULB0054958,Thesis,"The effects of family and peer group to the extent of participation to social deviance by the child laborers at the Baguio City public market","Codina, Rosemarie B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48263,UBULB0050987,Thesis,"The effects of family and peer group to the extent of participation to social deviance by the child laborers at the Baguio City public market","Codina, Rosemarie B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48881,UBULB0051811,Thesis,"Socioeconomic factors and diarrhea : a regression analysis of the minimum basic needs data of poor and non-poor barangays in Baguio City, 1996","Tandoc, Ma. Menessa A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-14950,UBULB0080276,Thesis,"Socioeconomic factors and diarrhea : a regression analysis of the minimum basic needs data of poor and non-poor barangays in Baguio City, 1996","Tandoc, Ma. Menessa A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48814,UBULB0051742,Thesis,"A content analysis of history textbooks used in public high schools","Sadsad, Ma. Cherish T.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48625,UBULB0051347,Thesis,"Stress and self-esteem among retained high school students","Manuel, Sarah Valdez",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-12235,UBULB0048308,Thesis,"Stress and self-esteem among retained high school students","Manuel, Sarah Valdez",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48032,UBULB0050709,Thesis,"Fraternity justice : the sense of justice among UP College Baguio fratmen","Boado, Ronwaldo G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48875,UBULB0051805,Thesis,"Product line and market analysis : the case of Helen's tocino and longganisa","Taja, Olimpia Jenneth C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48653,UBULB0051376,Thesis,"Perceived rates, self-concept, and personal competence of the rural and urban elderly : a comparative study","Menrige, Florence O.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48179,UBULB0050917,Thesis,"Traditional healing practice of Guina-ang, Bontoc, Mountain Province in the process of change","Camfili, Matyline A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47883,UBULB0050557,Thesis,"Political demand making and self-efficiency among Aetas in Lip-lip resettlement area","Antonio, Harold M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47744,UBULB0050533,Thesis,"Church history and elite formation : the experience of Manaoag","Amador, Kim Mikael G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47740,UBULB0050529,Thesis,"The influence of family life in the development of a child's emotional intelligence","Alog, Mary Joy",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47371,UBULB0050738,Thesis,"The historical, economic, political and social foundations of political elite in Bolinao, Pangasinan and Dagupan City : a comparative study","Bumanglag, Elvie D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48208,UBULB0050946,Thesis,"Youth attitudes and beliefs towards dap-ay rituals : their effect on the dap-ays of Central Sagada in the context of a changing culture","Castro, Cheryl April Capuyan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48161,UBULB0050787,Thesis,"Governance in a mining community : a case study","Callueng, Jennifer Vida D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48194,UBULB0050933,Thesis,"The economic rationale behind peak-load pricing : an analysis of its effects on consumer transactions in the UPCB community","Carolino, Glorilyn Joy C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48300,UBULB0051025,Thesis,"GO-NGO collaboration : the case study of provincial government of La Union (PGLU) and organization for Educational Resources and Technological Training (ORT)","Cupahan, Levie U.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48307,UBULB0051033,Thesis,"The realities of agrarian reform : an assessment of land distribution in Cabitin, Mankayan, Benguet","Dado, Jose H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-9766,UBULB0044982,Thesis,"The realities of agrarian reform : an assessment of land distribution in Cabitin, Mankayan, Benguet","Dado, Jose H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BG-9767,UBULB0044983,Thesis,"The realities of agrarian reform : an assessment of land distribution in Cabitin, Mankayan, Benguet","Dado, Jose H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47889,UBULB0050565,Thesis,"A study on the effect of government policies on the profitability of water purifying establishments in Baguio City","Aquino, Jay Lord Bautista",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47446,UBULB0050479,Thesis,"The social network of abel weavers in Vigan - Caoayan, Ilocos Sur : fine case studies","Acena, Anna Cecilia Dario",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47441,UBULB0050474,Thesis,"An operational analysis of the Claveria Agri-Based Multi-Purpose Cooperative, Incorporated","Abrincia, Aubrey A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48676,UBULB0051473,Thesis,"Ego identity status of Igorot adolescents","Nabusan, Florie Joyce Wassig",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47405,UBULB0050457,Thesis,"Physical attractiveness, candidate demeanor, name desirability and voters' preference for their candidates in the National elections","Abadilla, Andrea Lyn",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48865,UBULB0051795,Thesis,"A study on the perceptions of Isabela-based media practitioners on TV Patrol-Cagayan Valley as news and information medium","Soriano, Clarissa Quinsay.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47888,UBULB0050564,Thesis,"A study on the significance of the television program Bayani as a supplementary educational material to the grade school students of Small World Christian School","Aquino, Gladys Daoa",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48191,UBULB0050931,Thesis,"Rhetorics and effectiveness of council deliberations in Baguio City","Cariño, Gretl May F.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48236,UBULB0050958,Thesis,"A descriptive study on the speech communication skills of TV Patrol Dagupan and Baguio news anchors","Catungal, Ailleen Palisoc",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48898,UBULB0051831,Thesis,"Story telling as an effective means of instruction in grade school academic curriculum","Tuan, Dacedille T.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47998,UBULB0050608,Thesis,"A content analysis on current events digest and its effects on the socio-political awareness among fourth year students of the Academy of Saint Joseph","Balanay, Kathleen R.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48744,UBULB0051547,Thesis,"Interpersonal communication between couples during conflicts","Payumo, Michelle V.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48709,UBULB0051510,Thesis,"The effects and influence of singing and oral interpretation on audience comprehension and appreciation of literature","Oñas, Praise G.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47361,UBULB0050727,Thesis,"A descriptive-evaluative study on the ato of Central Bontoc : the communication system and the role of mass media and other factors in change","Bucat, Daisy M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48777,UBULB0051582,Thesis,"The oral interpretation skills of street children","Rafanan, Genalyn Laurden",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47931,UBULB0050691,Thesis,"The Philippine Star editorials : a study using the propaganda and the public message system analysis models","Bernabe, Sarah H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48400,UBULB0051127,Thesis,"Perceptions of selected Political Science Academic Society (POSAS) members of Saint Louis University toward Saksi's program format and style","Estrada, Khristine",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47410,UBULB0050462,Thesis,"A study on the communication strategies and internal organizational communication of the Ugnayan ng Pahinugod in relation to their program implementation","Abaricia, Jenny V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-47360,UBULB0050726,Thesis,"The effects of McDonald's TV commercial on the buying behavior of 4th year mass communication students of Saint Louis University","Buan, Theresa",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48785,UBULB0051590,Thesis,"Community journalism in Pangasinan : the Sunday Punch story","Ramos, Ethel Bacani",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48133,UBULB0050761,Thesis,"A. Lipin say? semiotic analysis on political cartoons as a medium in promoting political awareness","Cabiles, Jumar B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48690,UBULB0051489,Thesis,"Gimik Pinoy : a content analysis towards its fulfillment as a medium for culture dissemination and understanding","Nazaire, Loreta N.",0,0,,,2001,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
